repository_name,class_count,loc_total,loc_mean,loc_median,loc_stdev,cbo_mean,cbo_median,cbo_stdev,cbo_min,cbo_max,dit_mean,dit_median,dit_stdev,dit_min,dit_max,lcom_mean,lcom_median,lcom_stdev,lcom_min,lcom_max
GitHub-Chinese-Top-Charts,1,5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hello-algo,215,7700,35.814,30.0,19.9949,1.8419,2.0,1.5017,0.0,11.0,1.0,1.0,0.0,1.0,1.0,4.707,1.0,10.4579,0.0,66.0
mall,760,100903,132.7671,31.5,261.2018,3.9408,3.0,4.9806,0.0,45.0,1.2395,1.0,0.4392,1.0,4.0,1110.8039,13.0,8155.5552,0.0,161554.0
advanced-java,1,5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
java-design-patterns,1990,37970,19.0804,11.0,26.3112,3.3643,3.0,2.6125,0.0,22.0,1.196,1.0,0.5295,1.0,6.0,1.8276,0.0,6.3525,0.0,153.0
spring-boot,13944,410598,29.4462,11.0,61.8183,5.5047,4.0,6.4197,0.0,180.0,1.2909,1.0,0.7786,1.0,16.0,12.9365,0.0,108.3274,0.0,6443.0
Java,1771,72866,41.144,28.0,43.0876,2.0768,2.0,1.4732,0.0,14.0,1.0384,1.0,0.2597,1.0,7.0,11.205,1.0,37.1217,0.0,780.0
interviews,257,5622,21.8755,20.0,10.7402,1.3035,1.0,1.2814,0.0,7.0,1.0078,1.0,0.088,1.0,2.0,0.2918,0.0,0.9294,0.0,10.0
termux-app,321,24563,76.5202,31.0,153.4689,5.9128,4.0,7.1871,0.0,61.0,1.4299,1.0,0.7042,1.0,6.0,60.8255,0.0,236.3712,0.0,2045.0
LeetCodeAnimation,4,75,18.75,17.0,8.1803,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
spring-framework,18768,771963,41.1319,12.0,105.536,5.2247,3.0,6.7738,0.0,201.0,1.4611,1.0,1.3843,1.0,65.0,29.5087,0.0,274.1714,0.0,16653.0
guava,5974,250393,41.9138,10.0,118.6184,4.2514,2.0,5.7014,0.0,83.0,1.8719,1.0,2.3655,1.0,66.0,51.4325,0.0,460.8465,0.0,18721.0
jadx,3081,138367,44.9098,18.0,95.2543,4.4794,3.0,6.6217,0.0,90.0,1.6939,1.0,1.2698,1.0,21.0,32.2957,0.0,317.3018,0.0,10779.0
RxJava,11897,373337,31.3808,5.0,103.8501,2.3219,1.0,5.1347,0.0,241.0,1.3181,1.0,0.8856,1.0,26.0,47.8836,0.0,1822.9146,0.0,147153.0
JeecgBoot,911,55117,60.5016,16.0,155.6488,7.2613,4.0,9.4773,0.0,97.0,1.1767,1.0,0.4479,1.0,5.0,55.8705,0.0,362.7635,0.0,5215.0
MPAndroidChart,306,21111,68.9902,25.0,98.0478,8.8431,5.0,10.0066,0.0,45.0,1.9804,1.0,1.2306,1.0,6.0,91.0327,1.0,517.7972,0.0,6254.0
halo,1600,56037,35.0231,17.0,51.5997,7.7106,5.0,7.3085,0.0,58.0,1.2569,1.0,0.6528,1.0,8.0,7.6506,0.0,31.4004,0.0,546.0
NewPipe,504,38887,77.1567,26.0,151.0174,8.6647,5.0,10.6183,0.0,88.0,1.7183,1.0,1.1455,1.0,11.0,47.873,1.0,249.4014,0.0,4001.0
dubbo,4966,256285,51.6079,20.0,101.3247,5.4444,4.0,5.822,0.0,68.0,1.2926,1.0,0.7019,1.0,13.0,45.7807,1.0,435.1725,0.0,25518.0
arthas,1343,65589,48.8377,20.0,89.2501,4.6672,3.0,5.7926,0.0,52.0,1.3634,1.0,0.7549,1.0,14.0,30.1988,0.0,149.8698,0.0,3177.0
ruoyi-vue-pro,5067,132355,26.121,11.0,48.556,8.1826,6.0,7.5846,0.0,108.0,1.2234,1.0,0.4365,1.0,4.0,13.5865,0.0,435.9018,0.0,30830.0
hello-algorithm,3,58,19.3333,23.0,13.8684,1.3333,1.0,0.5774,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.7321,0.0,3.0
awesome-system-design-resources,11,336,30.5455,26.0,12.6362,0.8182,1.0,0.603,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
lottie-android,291,18159,62.4021,24.0,122.7387,6.9656,5.0,8.3484,0.0,67.0,1.2887,1.0,0.6479,1.0,6.0,35.8007,0.0,302.4854,0.0,4867.0
tutorials,24599,544137,22.1203,14.0,37.3737,4.1214,3.0,4.0091,0.0,43.0,1.1113,1.0,0.4211,1.0,11.0,5.8902,0.0,40.0462,0.0,2415.0
glide,1523,60768,39.9002,13.0,75.535,5.9304,4.0,6.4833,0.0,81.0,1.2344,1.0,0.7923,1.0,20.0,20.0926,0.0,159.3098,0.0,2835.0
leetcode,172,4783,27.8081,24.0,17.6676,2.7326,2.0,2.0025,0.0,10.0,1.0058,1.0,0.0762,1.0,2.0,0.436,0.0,1.2894,0.0,13.0
spring-boot-demo,481,7155,14.8753,7.0,19.3766,5.0353,4.0,3.9954,0.0,19.0,1.131,1.0,0.4889,1.0,5.0,2.3264,0.0,9.8245,0.0,106.0
netty,7830,389064,49.6889,12.0,140.73,4.4644,2.0,5.8166,0.0,78.0,1.5465,1.0,1.2157,1.0,26.0,69.0396,0.0,1152.7053,0.0,89476.0
selenium,2085,99512,47.7276,20.0,81.917,5.8168,4.0,7.0872,0.0,83.0,1.376,1.0,1.0481,1.0,28.0,33.5012,1.0,285.3404,0.0,10878.0
zxing,597,40179,67.3015,31.0,93.1748,5.0285,4.0,4.8134,0.0,52.0,1.7119,2.0,0.8217,1.0,6.0,22.8878,0.0,130.647,0.0,2701.0
easyexcel,560,20545,36.6875,15.0,65.1367,6.5696,5.0,6.0249,0.0,50.0,1.375,1.0,0.8345,1.0,8.0,32.025,1.0,355.6685,0.0,8040.0
AndroidUtilCode,670,39995,59.694,14.0,129.7112,4.1552,2.0,5.5504,0.0,63.0,1.3642,1.0,0.8356,1.0,10.0,144.9537,0.0,960.5051,0.0,18418.0
WxJava,5473,123627,22.5885,10.0,51.4407,5.4968,4.0,6.5531,0.0,173.0,1.2121,1.0,0.4399,1.0,5.0,20.956,0.0,237.7569,0.0,9180.0
nacos,5071,241315,47.5873,23.0,77.9545,5.3727,3.0,6.5111,0.0,60.0,1.2745,1.0,0.6641,1.0,14.0,22.0408,1.0,279.4127,0.0,18145.0
spring-boot-examples,303,4171,13.7657,7.0,15.0525,4.6667,4.0,3.1932,0.0,19.0,1.0264,1.0,0.1606,1.0,2.0,4.5842,0.0,15.8699,0.0,135.0
conductor,1339,94940,70.9037,30.0,132.269,7.4839,6.0,7.8535,0.0,111.0,1.227,1.0,0.5019,1.0,5.0,61.0724,0.0,335.1814,0.0,6280.0
xxl-job,172,8763,50.9477,25.5,100.6432,4.9884,3.0,5.6028,0.0,28.0,1.157,1.0,0.4101,1.0,4.0,24.4535,0.0,101.9744,0.0,1080.0
keycloak,9736,578027,59.3701,24.0,114.9056,6.9586,4.0,8.361,0.0,118.0,1.5477,1.0,1.0418,1.0,24.0,71.0564,2.0,964.9052,0.0,45115.0
hutool,2727,135824,49.8071,18.0,104.1672,3.5603,2.0,3.9326,0.0,47.0,1.2805,1.0,0.7493,1.0,11.0,101.0689,0.0,952.6421,0.0,27076.0
spring-cloud-alibaba,594,19469,32.7761,15.5,67.7824,5.936,5.0,4.9778,0.0,32.0,1.1094,1.0,0.353,1.0,4.0,29.9343,0.0,311.0864,0.0,6903.0
kafka,8861,726247,81.9599,27.0,227.0822,7.9633,4.0,13.4058,0.0,445.0,1.4264,1.0,1.0857,1.0,25.0,64.9661,0.0,1205.8964,0.0,88410.0
apollo,786,36584,46.5445,27.0,56.1932,7.4415,6.0,6.9959,0.0,48.0,1.2366,1.0,0.6658,1.0,14.0,15.4377,0.0,58.4009,0.0,839.0
canal,1054,112746,106.9696,30.0,367.8032,5.8112,4.0,6.4751,0.0,56.0,1.3795,1.0,0.8224,1.0,13.0,77.0342,1.0,466.3286,0.0,13643.0
SpringAll,372,5988,16.0968,11.0,14.3405,5.1371,4.0,4.1319,0.0,19.0,1.1129,1.0,0.3717,1.0,4.0,3.586,0.0,11.5067,0.0,135.0
vhr,94,2971,31.6064,20.0,42.2301,4.4362,2.0,5.843,0.0,31.0,1.0213,1.0,0.1451,1.0,2.0,48.3298,6.0,225.795,0.0,2142.0
SmartTube,3288,244106,74.2415,21.0,153.7495,6.611,4.0,8.0564,0.0,79.0,1.5392,1.0,1.4519,1.0,49.0,66.3501,1.0,457.2174,0.0,12128.0
druid,5969,349873,58.615,21.0,266.9317,5.2541,4.0,12.9566,0.0,430.0,1.6527,2.0,0.9211,1.0,32.0,229.3545,0.0,5182.8546,0.0,319600.0
JCSprout,162,4399,27.1543,15.0,33.3287,1.963,1.0,1.858,0.0,9.0,1.0926,1.0,0.3664,1.0,4.0,1.7654,0.0,6.3584,0.0,45.0
miaosha,286,8581,30.0035,13.0,73.6455,4.1469,3.0,4.5398,0.0,26.0,1.1259,1.0,0.3905,1.0,4.0,14.3007,0.0,85.5437,0.0,1134.0
kestra,2298,83483,36.3285,14.0,68.82,8.0788,6.0,8.5312,0.0,122.0,1.413,1.0,0.772,1.0,10.0,15.604,0.0,104.6474,0.0,3409.0
incubator-seata,4174,279298,66.9138,25.0,1026.8626,6.4943,4.0,20.7741,0.0,629.0,1.7664,1.0,14.1074,1.0,911.0,459.9724,2.5,14697.5931,0.0,651511.0
fastjson,6327,206496,32.6373,13.0,156.1142,1.853,1.0,2.774,0.0,71.0,1.5042,1.0,0.713,1.0,15.0,126.1212,0.0,3281.9663,0.0,179100.0
butterknife,272,7712,28.3529,8.0,91.9892,3.9743,2.0,6.4855,0.0,70.0,1.2353,1.0,0.7109,1.0,6.0,10.4816,0.0,75.8065,0.0,958.0
Chat2DB,1045,35180,33.6651,11.0,61.0065,6.1148,4.0,6.9981,0.0,68.0,1.2622,1.0,0.552,1.0,5.0,16.49,0.0,84.8366,0.0,1884.0
Telegram,14405,1793032,124.4729,18.0,921.5667,7.249,4.0,15.714,0.0,526.0,1.6781,1.0,17.9533,1.0,2145.0,85.3438,0.0,1771.4137,0.0,112587.0
flink,25297,1185331,46.8566,19.0,102.1685,7.2009,5.0,8.6832,0.0,178.0,1.646,1.0,1.8724,1.0,103.0,35.5229,1.0,1178.3301,0.0,162693.0
SmartRefreshLayout,341,18146,53.2141,12.0,154.9969,6.651,3.0,7.5913,0.0,56.0,1.5073,1.0,0.8493,1.0,5.0,30.3196,0.0,295.0474,0.0,4611.0
bazel,10741,597753,55.6515,18.0,123.993,7.5665,5.0,10.4057,0.0,335.0,1.6201,1.0,1.3327,1.0,48.0,71.0751,1.0,961.3678,0.0,57630.0
jenkins,4122,186783,45.3137,16.0,114.1319,6.2773,4.0,8.3642,0.0,229.0,1.934,2.0,1.7814,1.0,59.0,46.5201,0.0,909.944,0.0,52026.0
proxyee-down,60,3392,56.5333,36.5,62.7401,5.5167,4.0,6.2232,0.0,34.0,1.4667,1.0,0.9291,1.0,5.0,19.5167,2.0,49.7286,0.0,315.0
EventBus,183,5269,28.7923,8.0,53.0346,3.4262,3.0,3.0659,0.0,20.0,1.8361,1.0,1.4241,1.0,12.0,9.0546,0.0,35.0823,0.0,357.0
libgdx,3980,286994,72.109,28.0,161.2371,5.2422,3.0,8.8794,0.0,268.0,1.805,1.0,1.6274,1.0,48.0,3534.8548,0.0,146469.0133,0.0,8178990.0
Hystrix,2005,62010,30.9277,8.0,143.6975,3.3456,2.0,5.1831,0.0,79.0,1.5681,1.0,3.5913,1.0,114.0,20.2539,0.0,385.2413,0.0,14194.0
gson,1085,34834,32.1051,8.0,91.8292,3.0249,2.0,4.4513,0.0,44.0,1.2848,1.0,1.0242,1.0,24.0,20.7253,0.0,381.8383,0.0,12403.0
skywalking,3448,122707,35.5879,14.0,60.6069,6.0496,4.0,7.2734,0.0,97.0,1.3866,1.0,0.7977,1.0,16.0,6.8596,0.0,31.5346,0.0,744.0
Apktool,167,13479,80.7126,29.0,124.5593,5.8683,5.0,5.36,0.0,38.0,1.7784,2.0,1.0378,1.0,5.0,53.9581,1.0,295.1189,0.0,3480.0
FizzBuzzEnterpriseEdition,91,894,9.8242,9.0,7.7152,2.9011,2.0,2.8365,0.0,16.0,1.0,1.0,0.0,1.0,1.0,0.2308,0.0,0.7161,0.0,4.0
LSPosed,427,22952,53.7518,12.0,127.7788,5.5222,3.0,7.2417,0.0,46.0,1.6464,1.0,1.287,1.0,16.0,48.1148,0.0,319.8493,0.0,4250.0
redisson,3018,172327,57.0997,14.0,150.6684,5.6551,3.0,10.4511,0.0,212.0,1.3214,1.0,0.7131,1.0,7.0,166.7823,0.0,1470.7929,0.0,48510.0
dataease,1131,44812,39.6216,9.0,124.9146,4.954,3.0,7.5295,0.0,99.0,1.2042,1.0,0.6756,1.0,6.0,28.4385,0.0,185.0217,0.0,3652.0
source-code-hunter,1,5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
openapi-generator,4305,250575,58.2056,17.0,179.6777,4.8762,3.0,5.6627,0.0,101.0,1.2402,1.0,0.7246,1.0,23.0,85.6555,0.0,1139.5552,0.0,63824.0
Sentinel,1519,55632,36.6241,20.0,48.2171,4.451,3.0,4.5559,0.0,41.0,1.1745,1.0,0.6456,1.0,18.0,12.4128,0.0,46.6842,0.0,612.0
awesome-low-level-design,793,14614,18.4288,13.0,18.5348,2.6431,2.0,2.5594,0.0,17.0,1.1387,1.0,0.4334,1.0,4.0,3.0542,0.0,11.1441,0.0,180.0
rocketmq,3017,236196,78.2884,29.0,165.7246,7.0749,4.0,10.7735,0.0,214.0,1.3374,1.0,0.7553,1.0,11.0,136.5157,1.0,2871.8775,0.0,113042.0
eladmin,282,8070,28.617,11.0,49.6468,8.0142,5.0,7.6832,0.0,37.0,1.1631,1.0,0.4484,1.0,4.0,6.2589,0.0,19.5636,0.0,177.0
DSA-Bootcamp-Java,253,6598,26.0791,16.0,31.9085,1.2925,1.0,1.2382,0.0,8.0,1.083,1.0,0.3407,1.0,3.0,3.502,1.0,11.0107,0.0,100.0
ExoPlayer,3281,262348,79.9598,25.0,207.3708,7.5392,5.0,8.8322,0.0,119.0,1.2923,1.0,1.0098,1.0,31.0,52.2201,0.0,493.1386,0.0,16110.0
GSYVideoPlayer,674,32667,48.4674,12.0,91.3566,5.3264,2.0,6.7788,0.0,57.0,1.543,1.0,1.4806,1.0,10.0,52.3457,0.0,301.4195,0.0,4426.0
HikariCP,185,11464,61.9676,24.0,101.9109,4.3838,3.0,4.1961,0.0,28.0,1.2865,1.0,0.6586,1.0,5.0,172.6703,0.0,1408.6613,0.0,18141.0
DoKit,1569,80596,51.3678,14.0,105.8058,4.5029,2.0,5.7416,0.0,71.0,1.3199,1.0,0.8366,1.0,18.0,71.768,0.0,634.3989,0.0,18418.0
mybatis-3,1756,61067,34.7762,16.0,71.6838,3.582,2.0,4.9354,0.0,74.0,1.2153,1.0,0.6871,1.0,17.0,21.2711,0.0,249.0783,0.0,9831.0
